id,name,category,description,address,phone,website,status,specialty,keywords,photo_url,booking_url,search_tags,member_note,hospital_affiliation,instagram_url,rating,user_ratings_total,lat,lng,created_at
176,"Hira Silat, MD",Healthcare,Muslim psychiatrist offering mental health services.,"Wake Forest, NC",984-377-4991,https://www.psychologytoday.com,approved,Psychiatrist,{Out-of-Network},,,"{psychiatrist,mental-health,doctor}",,,,,,,,2026-03-13 20:28:11.464577
177,"Fatima Wasim, PhD, LPC",Healthcare,Muslim therapist offering mental health counseling services.,Telehealth,770-766-7034,https://www.enayacc.com,approved,Licensed Professional Counselor,"{BCBS,Cigna,Aetna,Anthem}",,,"{therapist,counselor,mental-health,psychologist,telehealth}",,,,,,,,2026-03-13 20:28:11.464577
178,"Moutia Yussif, LCMHCA",Healthcare,Muslim therapist offering mental health counseling services.,"High Point, NC",336-324-2000,https://www.therapyden.com,approved,Licensed Clinical Mental Health Counselor Associate,"{BCBS,Aetna,UHC}",,,"{therapist,counselor,mental-health}",,,,,,,,2026-03-13 20:28:11.464577
179,"Hananah Zaheer, Therapist",Healthcare,Muslim therapist offering mental health counseling services.,"Durham, NC",984-360-7032,https://www.threeoaksbehavioralhealth.com,approved,Counseling,"{Sliding-Scale,Reduced-Rate,Pro-Bono,""Female provider"",Urdu-speaking,""Women's health"",""Mental health""}",,,"{therapist,counselor,mental-health}",,,,,,,,2026-03-13 20:28:11.464577
180,"Semra Zamurad, LCMHCA",Healthcare,Muslim therapist offering mental health counseling services.,"Durham, NC",984-689-1695,https://www.turntogreenleaf.com,approved,Licensed Clinical Mental Health Counselor Associate,"{BCBS,Aetna,Indemnity}",,,"{therapist,counselor,mental-health}",,,,,,,,2026-03-13 20:28:11.464577
200,Hazzi Auto Sales,Automotive,"Hazzi Auto Sales in Fayetteville offers a diverse selection of quality pre-owned vehicles — from reliable daily drivers to luxury models — at prices designed to fit any budget. Known for their friendly, no-pressure approach and exceptional customer service, the team at Hazzi goes above and beyond to make sure every customer drives away happy.","1119 Hope Mills Rd, Fayetteville, NC 28304, USA",(910) 425-5912,http://hazziautosales.com/,approved,,{},,,{},,,,4.9,265,35.0281252,-78.96067479999999,2026-03-15 09:43:10.674445
204,Tic Talk Toe Speech and Language Therapy,Healthcare,"Tic-Talk-Toe Speech and Language Therapy is a Raleigh, NC-based pediatric speech and language therapy practice serving children across North Carolina. Led by Sania Hasan, MS, CCC-SLP, we offer individualized evaluations and evidence-based therapy for articulation disorders, phonological disorders, language delays, stuttering, social communication challenges, voice disorders, AAC support, and cognitive-communication needs. We provide in-office sessions in Raleigh and secure telehealth statewide. We accept most major insurance plans and private pay options.","3041 Berks Way Ste 102, Raleigh, NC 27614, USA",(919) 244-2641,https://tictalktoeslp.com/,approved,Therapy / Counseling,"{""Female provider"",""Accepts insurance"",""Cash / self-pay"",""Telehealth available""}",,,{},,,https://www.instagram.com/tictalktoeslp?igsh=MXdpdXZuZmRuaG5pMQ==,5.0,1,35.9392571,-78.5602146,2026-03-15 17:51:17.8959
205,Smart Buy Appliances and Mattress,Retail,Large Appliances at a discounted price,"4100 Atlantic Ave, Raleigh, NC 27604, USA",(919) 7030041,https://smartbuyappliance.com/,pending,,"{Arabic-speaking,""Walk-ins welcome""}",,,{},,,,,,,,2026-03-15 18:12:24.74108
210,Classic Performance Auto,Automotive,,"1012 Trinity Rd, Raleigh, NC 27607, USA",(919) 233-5381,https://www.classicperformanceauto.com/,rejected,,{Arabic-speaking},,,{},,,,4.2,148,35.7928346,-78.7509255,2026-03-15 21:21:02.741375
212,Sama Rose By Asrar,Retail,,"2857 Jones Franklin Rd, Raleigh, NC 27606, USA",(919) 322-1409,,approved,,{},,,{},,,,4.9,97,35.743488899999996,-78.7383911,2026-03-15 21:22:18.710749
213,Inline Auto Sale,Automotive,,"2900 N Main St, Fuquay-Varina, NC 27526, USA",(919) 557-0021,https://www.inlineautosale.com/,rejected,,{},,,{},,,,,,,,2026-03-15 21:23:08.496992
223,CLDI Corporation,Real Estate,Commercial Real Estate & Business Brokerage / Advisors,,,https://www.cldicorporation.com/page1.php,approved,,"{Urdu-speaking,""Islamic finance""}","data:image/jpeg;base64,/9j/4AAQSkZJRgABAQEAYABgAAD//gAfTEVBRCBUZWNobm9sb2dpZXMgSW5jLiBWMS4wMQD/2wBDAAIBAQIBAQICAgICAgICAwUDAwMDAwYEBAMFBwYHBwcGBwcICQsJCAgKCAcHCg0KCgsMDAwMBwkODw0MDgsMDAz/2wBDAQICAgMDAwYDAwYMCAcIDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAz/wAARCAA4AEoDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD9/KKKKACk3DJGRkVyPxV/aC8CfAuyiuPGnjLwx4Thn3eS2r6nDZ+ft6hBIwLn2XJr8kv+DqT48WHxE/Yt+CnizwH4mku9E1nxLeC21DTLp447pVt3RsEYJAdGHPoa+v8ADzhVcVcS4XhunXVKddtc1ubltFyvy3Te1t1uXjcNisNgf7SlRl7K9lKzUW+yla19G7b6Psfs4Dkcc0m4eoplmMWsf+6K/A/9sL9lm8/b7/4OXviZ8JLrx94r8GaRfabZXouNKnZjC0Ph+xlCrGWC4Y5z9T616XhxwPQ4nxOLp4rF/VqWGoTxE58jqe7CUItKKlF39++je1ranFjMS6Ki4x5m2lvbc/fMsB1IpSQK/Cr9s7/gnf8AtBf8EKPh3D8cvgx+0F4t8WeE/D9/br4i0LWg4t0SaRIEklgMzw3UTySLG3yJLF5iMjHl09K/4LmftkJ+1z/wQK+F/wAW/Dkt5obeMfEml3E8NtdOrWdwsN9Fc24kG0usc8ciAkDdsBwOg+uo+DUMbisuqZPmEMRgsZW9gqypyi6dW3M4VKU2mny+9G0mpJN3StfneYcqmqkLSir2vuvJn7F0V5J+wFcSXf7CPwUlmkklll8BaE7u7Fmdjp8BJJPJJPc163X45mGEeFxVXCt35JSjfvZtX/A9CEuaKYE4FfLf/BRj9qjxd4O+Ed94c+CEX/CQ/FfUNesvC8MFrCJ30ae6gkuvMcOPKDrbws58w7Y1dJJAExu9++NHxEg+EXwg8VeKrqPzrfw1o95q0sf/AD0WCB5WX8QhFfD/APwbp+Orj4i/sufEfVtYvjqHiTVviFeapqc8hBlnkuLOzcyHHTc/m/iDXzWY4tuvDL4S5ZVFJ3W6SXTz10fSx+l8HZAqeV4njDE0o1qWDqUYqnL4Kk5tu07bwio+9HTm5krpXPF9I/4NxvHXxggm8S/Ez41qPGmrHzrxo9Ml1o7z0L3UtxE8jY4I2ADHDEV88f8ABwH+zJq/7G//AASu/Z/+G2s6lp2sXPhrxhrAivbNHSO4hmNxcRsVblX2ygFcsARwzDmv31r5X/4Kmf8ABKrw1/wVS8A+F/D3ifxTr3hi18LajJqMMmlxQu87vF5ZVvMUgADniv0rwLq5FwhxvgOIMWnCnScueS5puzhJbXd3zW2Rj4ieLnFnGGUvKM3rxnRjKM4QVOnCMHFOKUXGKdlGTVm3959SWoItoweCFFfjb8OVJ/4PEPHuATjQIifb/imrCvP/AI8/8G5P7P37LXxi+FXhjW/ij8WbjU/ifrJ0vSWs7GwlWCaNoRulUqCI900YLLnbuyRjJH1p+3b/AMG2/wAPf2/v2q/FPxb1/wCIfjTQtV8WizM1hYW9q1vb/Z7OC1XaXUscrAGOT1Y9q/WOCsbwBkGNx2DpZ1OtTxWErYec/qs4ulOcqMoe57STnzRUnvFLlSb95H5nmOV5pDDYfF18PyRqPnpttWnGMpQk0/KScX5nV/8ABx/+0d4U+Dv/AAS2+IPh3V9VsIvEnjyK20nQ9KeYC5v3N3C8ronLbIokd2bG0EKuQzqD+ef7aPw11b4Vf8GnvwD03WbdrW8u/E8GrpG3X7Pez6ve27f8CguIm/4FX2N+zr/wak/s8fBnx7Ya/wCJdV8a/En+zphNHpWr3EEGlzEcr50UMSySAEA7TKEboyspIP1l/wAFK/8AgnH4e/4KW/s32Pwz17XtW8LaTY6vb6ulxpcUTS7oY5Y1jw4KhcSnoONo7V6uQ8fcJcM/2XkmWYipiKFLGLF1q8qXs9VT9lGNOnzTlZRbcm3dvbTRedVwtetz1ZpJuPKle/W+r0Ot/wCCfX/JhPwQ/wCxA0H/ANN0FevVy3wO+Flt8DPgp4P8E2d1cX1p4O0Sy0OC5nCiW4jtoEhV3C4AZggJwMZNdTX855ziaeIx9fEUvhnOTXo5No9emmopM4H9qn4fXvxY/Zk+IvhfTQG1HxH4Y1PS7VScBpZ7SWJB/wB9MK/ET/gin/wUDsP2If2gNR0fxdM1p4I8drDa6hcMONJu4mYQXDekY8yVJAADh1Y/6vB/fhhuUjpmvyp/4Kqf8ELda+JHxC1b4k/BiC0uLzWZmu9Z8NTXCW5luGOXuLWRyE+cks8bsuG3FWO4IPzrirAY32lHMsvV50r3XdPy69U1vrof074A8WcM/Usy4I4vmqWFx6i41G0lCpC9m5O6jryyjKXupxtLRn6naNrFr4g0q2vrK5t7yzvIkngngkEkUyMoZXRhwykEEEcEGoPFHirTPBPh+91bWNQstK0zToWuLq8vJ1gt7aNRlneRiFVQBkknAr+fr4J6B+2t+yrI2i+CPDnx10CyglZfsUGg3l1paOxyzrG8T2+SerqOe5r6k+HP/BMb9qn9vzVbSf8AaQ+IWveH/BcUsc8mjtfQvd3eMEGO0g/0WFsFh5koLoT/AKthmlhOLK+JjyUcJP2nZ6RT85PZfIef/R9ynJKrxWY8RYVYPdSi3OtJf3aMW+ZtdptLd6Hpn7N3iyb/AIKnf8FUZPi5p1vdt8HvgZbSaX4enniZI9X1CVWBmCt0J3tN2ZVhtNyqXIr9JFUKoA6DiuS+BnwK8Lfs3fDHS/B3g3SbfRfD+kR+Xb28WSSScs7scs7sclmYkknJNddX0OV4KeHpN1pc1SbcpPpd9F5JJJeSPxrjvifDZxjqccupulhMPCNKjB2clTi27za0c5ylKc7ac0mldJBRRRXpnxIUUUUAFFFFABgegoxRRQAUUUUAFFFFABRRRQB//9k=",,"{Zafar,""Syed Jafri"",Cedric}",,,,,,32.8750821,-117.21055049999998,2026-03-16 13:37:41.261163
224,"Carolina Clinical Services, Inc",Healthcare,Clinical collaborative opportunities & Management,,7868836848,https://carolinaclinicals.com,approved,Other,{},,,{},,,,,,,,2026-03-16 13:44:10.787387
227,East West Inn LLC - Desi Clothings ,Retail,"East West Inn LLC, Registered business with Secretary of State, N.C.
We are home based seller in Raleigh, 27603, North Carolina , USA
>>Visit home store option available by appointment , Flexible timings 
(Shipping available to all USA)

Ready to wear new stock includes:

Ladies stitched dresses 
Ladies Abayas & Scarf
Ladies Shawl
Ladies purses, clutches, potly bags

Men’s Thobe 
Men’s Shalwar Kameez
Men’s Weskot 
UMMRAH IHRAM
IHRAM BELT
topi/cap
Miswak/Sawak
Leather socks - Mozay ","5004 Chase Hill Way, Raleigh NC, 27603",9197985470,https://www.facebook.com/share/1AWoYbovhk/?mibextid=wwXIfr,pending,,"{Urdu-speaking,""Walk-ins welcome"",""By appointment only"",Women-owned}",https://www.tiktok.com/@eastwestinn_llc_clothing?_r=1&_t=ZT-92u3OI9P9G1,https://chat.whatsapp.com/DYye0z9PN9d5dDL6R7AsGv,{},,,,,,,,2026-03-16 15:07:12.522337
228,Sobia’s Doula Services,Healthcare,"Sobia's Doula Services offers compassionate, personalized birth and postpartum support for expectant mothers in the Triangle area, with Urdu-speaking care available to better serve families from South Asian backgrounds. This women-owned practice is dedicated to empowering mothers through every stage of their birthing journey in a culturally sensitive and nurturing environment.",,919-307-5854,https://sobiadoula.com,approved,Other,"{""Women's health"",Women-owned,Urdu-speaking}",,,"{doula,lactation}",,,https://www.instagram.com/sobiadoula?igsh=ZWlsaW5hYTNkejNt&utm_source=qr,,,,,2026-03-16 16:11:16.551706
231,Chai Street & Co,Home Bakery / Catering,"Pakistani chai pop-up brought to life by Faryal Ahmed, serving up authentic, lovingly crafted masala chai that's earned a reputation as ""a hug in a mug."" Whether you catch them at a local pop-up or brew their signature blend at home, this community-centered gem is all about good chai, good vibes, and bringing neighbors together.",,,https://chaistreet.co/,approved,,"{Catering,Women-owned,Urdu-speaking}",,,{},,,https://www.instagram.com/chaistreet.co/?hl=en,,,,,2026-03-16 20:00:47.652916
232,Chai Street & Co,Restaurant,,,,https://chaistreet.co/,rejected,,{},,,{},,,https://www.instagram.com/chaistreet.co/?hl=en,,,,,2026-03-16 20:00:47.653867
235,Air Quality Air Conditioning And Heating Repair,Services,"A family-owned HVAC company serving the Triangle since 2003, Air Quality Air Conditioning And Heating Repair offers honest, affordable heating and cooling services with Arabic-speaking staff available — making it a welcoming choice for community members seeking trustworthy technicians they can communicate with comfortably. With 24/7 emergency service, fast installations, and strong warranties, this tight-knit crew has built its stellar reputation entirely on word-of-mouth and the quality of their work.","7203 Holly Springs Rd, Raleigh, NC 27606, USA",(919) 791-9898,http://airqualitync.com/,approved,,{Arabic-speaking},,,{},,,,5.0,237,35.7282574,-78.7465843,2026-03-17 01:56:33.112787
