id,name,category,subcategory,description,status,featured,location_type,address,service_area_description,phone,website,instagram_url,booking_url,lat,lng,filter_tags,search_aliases,affiliation,community_badge,photo_url,rating,user_ratings_total,created_at
150,"Dunya Alkaissi, Counseling Intern",Healthcare,Counseling Intern,Counseling intern providing supervised mental health support services to individuals in the Triangle area.,approved,False,service_area,,Serves the Triangle area,919-877-6221,https://wefixbrains.com/therapists/,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
151,"Ola Alrokh, LCMHCA",Healthcare,Licensed Clinical Mental Health Counselor Associate,Licensed Clinical Mental Health Counselor Associate offering individual counseling and mental health support services to clients in the Triangle.,approved,False,service_area,,"Based in Ayden, NC, also available via telehealth",252-262-2723,https://www.psychologytoday.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
152,"Aisha Al-Qimlass, PhD, LCMHC",Healthcare,Licensed Clinical Mental Health Counselor,"Licensed Clinical Mental Health Counselor with a doctorate, providing therapy and mental health counseling services to individuals in the Triangle area.",approved,False,service_area,,Serves the Triangle area,919-759-6181,https://www.creasman-counseling.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health"", ""psychologist""]",,,,,,2026-03-13 20:28:11.464577
153,"Perihan Akcan Aydin, PhD, LCMHC",Healthcare,Licensed Clinical Mental Health Counselor,"Licensed Clinical Mental Health Counselor with a doctorate, offering therapy and psychological counseling services to individuals and families in the Triangle.",approved,False,service_area,,Serves the Triangle area,919-980-9586,https://www.creasman-counseling.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health"", ""psychologist""]",,,,,,2026-03-13 20:28:11.464577
154,"Azleena Saleh Azhar, LCSWA",Healthcare,Licensed Clinical Social Worker Associate,Licensed Clinical Social Worker Associate providing individual therapy and mental health counseling services to clients in the Triangle area.,approved,False,service_area,,Serves the Triangle area,919-298-8107,https://www.threeoaksbehavioralhealth.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
155,"Lena Azzam, LPC, LCMHC",Healthcare,Licensed Professional Counselor,Licensed Professional Counselor and Licensed Clinical Mental Health Counselor offering individual therapy and mental health support services in the Triangle.,approved,False,service_area,,Serves the Triangle area,910-502-0773,https://www.mindfulwavestherapy.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
156,"Sufanna Bernarduci, LCSW",Healthcare,Licensed Clinical Social Worker,Licensed Clinical Social Worker providing individual and family therapy and mental health counseling services to clients in the Triangle area.,approved,False,service_area,,Serves the Triangle area,919-551-3673,https://www.blisstherapeutics.org,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
157,"Vanessa Gharbi, LCSW",Healthcare,Licensed Clinical Social Worker,Licensed Clinical Social Worker providing therapy and mental health counseling services to individuals and families in the Triangle area.,approved,False,service_area,,Serves the Triangle area,336-360-6084,https://www.outliercounselingandwellness.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
158,"Farah Hamouda, Counseling Intern",Healthcare,Counseling Intern,Counseling intern offering supervised mental health and counseling support services to individuals in the Triangle area.,approved,False,service_area,,Serves the Triangle area,919-977-0087,https://creasman-counseling.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
159,"Ameenah Ikram, PsyD",Healthcare,Psychologist,"Licensed psychologist with a doctorate in psychology, providing assessment and therapy services to individuals in the Triangle area.",approved,False,service_area,,Serves the Triangle area,919-626-8940,https://www.breytapsych.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""psychologist"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
160,"Adeeba Issa, LCMHCS, LPC",Healthcare,Licensed Clinical Mental Health Counselor Supervisor,Licensed Clinical Mental Health Counselor Supervisor and Licensed Professional Counselor offering individual therapy and clinical supervision services in the Triangle.,approved,False,physical,"Knightdale, NC",,919-892-6868,https://www.threeoaksbehavioralhealth.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
161,"Nora Judeh, LCMHC",Healthcare,Licensed Clinical Mental Health Counselor,Licensed Clinical Mental Health Counselor providing individual and group therapy and mental health counseling services to clients in the Triangle.,approved,False,service_area,,Serves the Triangle area,919-670-5141,https://www.psychologytoday.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
162,"Nahal Kaivan, PhD",Healthcare,Psychologist,Psychologist with a doctorate providing psychological assessment and therapy services to individuals and families in the Triangle area.,approved,False,service_area,,Serves the Triangle area,347-754-3776,https://www.drnahalkaivan.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""psychologist"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
163,"Amber Khan, PhD, LCMHC",Healthcare,Licensed Clinical Mental Health Counselor,"Licensed Clinical Mental Health Counselor with a doctorate, offering therapy and mental health counseling services to individuals and couples in the Triangle.",approved,False,physical,"Greensboro, NC",,336-750-6820,http://www.healinghivecounseling.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health"", ""psychologist""]",,,,,,2026-03-13 20:28:11.464577
164,"Aisha Lewis, LCSWA",Healthcare,Licensed Clinical Social Worker Associate,Licensed Clinical Social Worker Associate providing individual therapy and mental health counseling services to clients in the Triangle area.,approved,False,physical,"Wake Forest, NC",,919-635-9460,https://harmony360counseling.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
165,"Suffi Makkar, LCSWA",Healthcare,Licensed Clinical Social Worker Associate,Licensed Clinical Social Worker Associate offering individual therapy and mental health support services to clients across the Triangle.,approved,False,service_area,,Serves the Triangle area,984-265-7809,https://www.psychologytoday.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
166,"Baseer Maroof, LCSW",Healthcare,Licensed Clinical Social Worker,Licensed Clinical Social Worker providing individual and family therapy and mental health counseling services to clients in the Triangle area.,approved,False,service_area,,Serves the Triangle area,919-783-8377,https://www.acapraleigh.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
167,"Amal Mebrat, LCMHCA",Healthcare,Licensed Clinical Mental Health Counselor Associate,Licensed Clinical Mental Health Counselor Associate offering individual counseling and mental health support to clients in the Triangle.,approved,False,service_area,,Serves the Triangle area,704-742-2748,https://www.psychologytoday.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
168,"Malaak Mohammad, LCSWA",Healthcare,Licensed Clinical Social Worker Associate,"Licensed Clinical Social Worker Associate at Three Oaks Behavioral Health in Raleigh, offering individual, couples, and family therapy and accepting BCBS, Aetna, and Cigna insurance.",approved,False,service_area,,Serves the Triangle area,919-514-3566,https://www.threeoaksbehavioralhealth.com,,,,,"[""Female provider"", ""Accepts insurance""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
169,"Maira Munir, LCSW",Healthcare,Licensed Clinical Social Worker,"Licensed Clinical Social Worker at Integrative Wellness Counseling and Consulting in Cary, offering individual therapy and accepting BCBS, UHC, and Aetna insurance.",approved,False,service_area,,Serves the Triangle area,919-792-8846,https://www.integrativewellnesscc.com,,,,,"[""Women-owned"", ""Urdu-speaking"", ""Female provider"", ""Accepts insurance""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
170,"Ronnie Rizek, LCMHC",Healthcare,Licensed Clinical Mental Health Counselor,Licensed Clinical Mental Health Counselor providing individual and family therapy and mental health counseling services to clients in the Triangle area.,approved,False,physical,"Garner, NC",,919-276-8683,https://newheightscounselingnc.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
171,"Aqsa Salman, LCMHC",Healthcare,Licensed Clinical Mental Health Counselor,Licensed Clinical Mental Health Counselor offering individual therapy and mental health support services to clients across the Triangle.,approved,False,service_area,,Serves the Triangle area,984-985-2729,https://mindfulreflectionstherapy.wordpress.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
172,"Arwa Saleh, LCMHC, LPC",Healthcare,Licensed Clinical Mental Health Counselor,Licensed Clinical Mental Health Counselor and Licensed Professional Counselor providing individual and group therapy services to clients in the Triangle area.,approved,False,service_area,,Serves the Triangle area,984-214-7875,https://www.psychologytoday.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
173,"Saphia Shaffie, LCSWA",Healthcare,Licensed Clinical Social Worker Associate,Licensed Clinical Social Worker Associate providing individual therapy and mental health counseling services to clients in the Triangle area.,approved,False,service_area,,Serves the Triangle area,984-983-5371,https://www.psychologytoday.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
174,"Raniya Shakir, LCMHC-A",Healthcare,Licensed Clinical Mental Health Counselor Associate,Licensed Clinical Mental Health Counselor Associate offering individual counseling and mental health support to clients across the Triangle.,approved,False,physical,"Fayetteville, NC",,910-838-5996,https://www.springlakecounseling.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
175,"Arshiya Siddiqui, LCSW",Healthcare,Licensed Clinical Social Worker,"Licensed Clinical Social Worker providing individual, family, and group therapy and mental health counseling services to clients in the Triangle.",approved,False,service_area,,Serves the Triangle area,919-629-0664,https://www.acapraleigh.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
176,"Hira Silat, MD",Healthcare,Psychiatrist,"Psychiatrist providing psychiatric evaluation, diagnosis, and medication management services to individuals seeking mental health care in the Triangle area.",approved,False,physical,"Wake Forest, NC",,984-377-4991,https://www.psychologytoday.com,,,,,"[""Mental health"", ""By appointment only"", ""Female provider""]","[""psychiatrist"", ""mental-health"", ""doctor""]",,,,,,2026-03-13 20:28:11.464577
177,"Fatima Wasim, PhD, LPC",Healthcare,Licensed Professional Counselor,"Licensed Professional Counselor with a doctorate, providing therapy and mental health counseling services to individuals and families in the Triangle area.",approved,False,service_area,,Serves the Triangle area,770-766-7034,https://www.enayacc.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health"", ""psychologist""]",,,,,,2026-03-13 20:28:11.464577
178,"Moutia Yussif, LCMHCA",Healthcare,Licensed Clinical Mental Health Counselor Associate,Licensed Clinical Mental Health Counselor Associate offering individual therapy and mental health support services to clients across the Triangle.,approved,False,physical,"High Point, NC",,336-324-2000,https://www.therapyden.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
179,"Hananah Zaheer, Therapist",Healthcare,Counseling,Therapist providing individual mental health counseling and therapy services to clients in the Triangle area.,approved,False,service_area,,Serves the Triangle area,984-360-7032,https://www.threeoaksbehavioralhealth.com,,,,,"[""Urdu-speaking""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
180,"Semra Zamurad, LCMHCA",Healthcare,Licensed Clinical Mental Health Counselor Associate,Licensed Clinical Mental Health Counselor Associate providing individual counseling and mental health support services to clients in the Triangle.,approved,False,service_area,,Serves the Triangle area,984-689-1695,https://www.turntogreenleaf.com,,,,,"[""Mental health"", ""Telehealth available"", ""By appointment only""]","[""therapist"", ""counselor"", ""mental-health""]",,,,,,2026-03-13 20:28:11.464577
200,Hazzi Auto Sales,Automotive,,"Pre-owned vehicle dealership offering a selection of used cars and trucks at a range of price points, with a reputation for attentive customer service.",approved,False,physical,"1119 Hope Mills Rd, Fayetteville, NC 28304",,(910) 425-5912,http://hazziautosales.com/,,,35.0281252,-78.96067479999999,"[""Dealership""]","[""used cars"", ""auto sales"", ""pre-owned vehicles""]",,,,4.9,265.0,2026-03-15 09:43:10.674445
204,Tic Talk Toe Speech and Language Therapy,Healthcare,Therapy / Counseling,"Pediatric speech and language practice in Raleigh led by Sania Hasan, MS, CCC-SLP, offering evaluations and therapy for speech and communication disorders, with in-office and statewide telehealth options.",approved,False,physical,"3041 Berks Way Ste 102, Raleigh, NC 27614",,(919) 244-2641,https://tictalktoeslp.com/,https://www.instagram.com/tictalktoeslp?igsh=MXdpdXZuZmRuaG5pMQ==,,35.9392571,-78.5602146,"[""Female provider"", ""Accepts insurance"", ""Telehealth available""]","[""speech therapy"", ""speech therapist"", ""SLP"", ""language therapy"", ""pediatric therapy""]",,,,5.0,1.0,2026-03-15 17:51:17.8959
205,Smart Buy Appliances and Mattress,Retail,,Large Appliances at a discounted price,pending,False,physical,"4100 Atlantic Ave, Raleigh, NC 27604",,(919) 7030041,https://smartbuyappliance.com/,,,,,"[""Arabic-speaking""]",[],,,,,,2026-03-15 18:12:24.74108
210,Classic Performance Auto,Automotive,,"Automotive service and repair shop in Raleigh specializing in performance vehicles, offering maintenance, diagnostics, and custom work for enthusiasts in the Triangle.",rejected,False,physical,"1012 Trinity Rd, Raleigh, NC 27607",,(919) 233-5381,https://www.classicperformanceauto.com/,,,35.7928346,-78.7509255,"[""Mechanic / Repair""]","[""auto repair"", ""mechanic"", ""performance"", ""car service""]",,,,4.2,148.0,2026-03-15 21:21:02.741375
212,Sama Rose By Asrar,Retail,,Retail boutique in Raleigh offering curated fashion and lifestyle products for the local community.,approved,False,physical,"2857 Jones Franklin Rd, Raleigh, NC 27606",,(919) 322-1409,,,,35.7434889,-78.7383911,"[""Women-owned""]","[""clothing"", ""boutique"", ""fashion"", ""modest fashion""]",,,,4.9,97.0,2026-03-15 21:22:18.710749
213,Inline Auto Sale,Automotive,,Pre-owned vehicle dealership in Fuquay-Varina offering a selection of used cars and trucks with a straightforward buying experience for Triangle-area customers.,rejected,False,physical,"2900 N Main St, Fuquay-Varina, NC 27526",,(919) 557-0021,https://www.inlineautosale.com/,,,,,"[""Dealership""]","[""used cars"", ""auto sales"", ""pre-owned vehicles""]",,,,,,2026-03-15 21:23:08.496992
223,CLDI Corporation,Real Estate,,"Commercial real estate and business brokerage firm offering advisory, acquisition, and disposition services for commercial properties and business transactions.",approved,False,service_area,,Serves the Triangle area,,https://www.cldicorporation.com/page1.php,,,32.8750821,-117.21055049999998,"[""Commercial""]","[""commercial real estate"", ""business broker""]",,,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQEAYABgAAD//gAfTEVBRCBUZWNobm9sb2dpZXMgSW5jLiBWMS4wMQD/2wBDAAIBAQIBAQICAgICAgICAwUDAwMDAwYEBAMFBwYHBwcGBwcICQsJCAgKCAcHCg0KCgsMDAwMBwkODw0MDgsMDAz/2wBDAQICAgMDAwYDAwYMCAcIDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAz/wAARCAA4AEoDASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD9/KKKKACk3DJGRkVyPxV/aC8CfAuyiuPGnjLwx4Thn3eS2r6nDZ+ft6hBIwLn2XJr8kv+DqT48WHxE/Yt+CnizwH4mku9E1nxLeC21DTLp447pVt3RsEYJAdGHPoa+v8ADzhVcVcS4XhunXVKddtc1ubltFyvy3Te1t1uXjcNisNgf7SlRl7K9lKzUW+yla19G7b6Psfs4Dkcc0m4eoplmMWsf+6K/A/9sL9lm8/b7/4OXviZ8JLrx94r8GaRfabZXouNKnZjC0Ph+xlCrGWC4Y5z9T616XhxwPQ4nxOLp4rF/VqWGoTxE58jqe7CUItKKlF39++je1ranFjMS6Ki4x5m2lvbc/fMsB1IpSQK/Cr9s7/gnf8AtBf8EKPh3D8cvgx+0F4t8WeE/D9/br4i0LWg4t0SaRIEklgMzw3UTySLG3yJLF5iMjHl09K/4LmftkJ+1z/wQK+F/wAW/Dkt5obeMfEml3E8NtdOrWdwsN9Fc24kG0usc8ciAkDdsBwOg+uo+DUMbisuqZPmEMRgsZW9gqypyi6dW3M4VKU2mny+9G0mpJN3StfneYcqmqkLSir2vuvJn7F0V5J+wFcSXf7CPwUlmkklll8BaE7u7Fmdjp8BJJPJJPc163X45mGEeFxVXCt35JSjfvZtX/A9CEuaKYE4FfLf/BRj9qjxd4O+Ed94c+CEX/CQ/FfUNesvC8MFrCJ30ae6gkuvMcOPKDrbws58w7Y1dJJAExu9++NHxEg+EXwg8VeKrqPzrfw1o95q0sf/AD0WCB5WX8QhFfD/APwbp+Orj4i/sufEfVtYvjqHiTVviFeapqc8hBlnkuLOzcyHHTc/m/iDXzWY4tuvDL4S5ZVFJ3W6SXTz10fSx+l8HZAqeV4njDE0o1qWDqUYqnL4Kk5tu07bwio+9HTm5krpXPF9I/4NxvHXxggm8S/Ez41qPGmrHzrxo9Ml1o7z0L3UtxE8jY4I2ADHDEV88f8ABwH+zJq/7G//AASu/Z/+G2s6lp2sXPhrxhrAivbNHSO4hmNxcRsVblX2ygFcsARwzDmv31r5X/4Kmf8ABKrw1/wVS8A+F/D3ifxTr3hi18LajJqMMmlxQu87vF5ZVvMUgADniv0rwLq5FwhxvgOIMWnCnScueS5puzhJbXd3zW2Rj4ieLnFnGGUvKM3rxnRjKM4QVOnCMHFOKUXGKdlGTVm3959SWoItoweCFFfjb8OVJ/4PEPHuATjQIifb/imrCvP/AI8/8G5P7P37LXxi+FXhjW/ij8WbjU/ifrJ0vSWs7GwlWCaNoRulUqCI900YLLnbuyRjJH1p+3b/AMG2/wAPf2/v2q/FPxb1/wCIfjTQtV8WizM1hYW9q1vb/Z7OC1XaXUscrAGOT1Y9q/WOCsbwBkGNx2DpZ1OtTxWErYec/qs4ulOcqMoe57STnzRUnvFLlSb95H5nmOV5pDDYfF18PyRqPnpttWnGMpQk0/KScX5nV/8ABx/+0d4U+Dv/AAS2+IPh3V9VsIvEnjyK20nQ9KeYC5v3N3C8ronLbIokd2bG0EKuQzqD+ef7aPw11b4Vf8GnvwD03WbdrW8u/E8GrpG3X7Pez6ve27f8CguIm/4FX2N+zr/wak/s8fBnx7Ya/wCJdV8a/En+zphNHpWr3EEGlzEcr50UMSySAEA7TKEboyspIP1l/wAFK/8AgnH4e/4KW/s32Pwz17XtW8LaTY6vb6ulxpcUTS7oY5Y1jw4KhcSnoONo7V6uQ8fcJcM/2XkmWYipiKFLGLF1q8qXs9VT9lGNOnzTlZRbcm3dvbTRedVwtetz1ZpJuPKle/W+r0Ot/wCCfX/JhPwQ/wCxA0H/ANN0FevVy3wO+Flt8DPgp4P8E2d1cX1p4O0Sy0OC5nCiW4jtoEhV3C4AZggJwMZNdTX855ziaeIx9fEUvhnOTXo5No9emmopM4H9qn4fXvxY/Zk+IvhfTQG1HxH4Y1PS7VScBpZ7SWJB/wB9MK/ET/gin/wUDsP2If2gNR0fxdM1p4I8drDa6hcMONJu4mYQXDekY8yVJAADh1Y/6vB/fhhuUjpmvyp/4Kqf8ELda+JHxC1b4k/BiC0uLzWZmu9Z8NTXCW5luGOXuLWRyE+cks8bsuG3FWO4IPzrirAY32lHMsvV50r3XdPy69U1vrof074A8WcM/Usy4I4vmqWFx6i41G0lCpC9m5O6jryyjKXupxtLRn6naNrFr4g0q2vrK5t7yzvIkngngkEkUyMoZXRhwykEEEcEGoPFHirTPBPh+91bWNQstK0zToWuLq8vJ1gt7aNRlneRiFVQBkknAr+fr4J6B+2t+yrI2i+CPDnx10CyglZfsUGg3l1paOxyzrG8T2+SerqOe5r6k+HP/BMb9qn9vzVbSf8AaQ+IWveH/BcUsc8mjtfQvd3eMEGO0g/0WFsFh5koLoT/AKthmlhOLK+JjyUcJP2nZ6RT85PZfIef/R9ynJKrxWY8RYVYPdSi3OtJf3aMW+ZtdptLd6Hpn7N3iyb/AIKnf8FUZPi5p1vdt8HvgZbSaX4enniZI9X1CVWBmCt0J3tN2ZVhtNyqXIr9JFUKoA6DiuS+BnwK8Lfs3fDHS/B3g3SbfRfD+kR+Xb28WSSScs7scs7sclmYkknJNddX0OV4KeHpN1pc1SbcpPpd9F5JJJeSPxrjvifDZxjqccupulhMPCNKjB2clTi27za0c5ylKc7ac0mldJBRRRXpnxIUUUUAFFFFABgegoxRRQAUUUUAFFFFABRRRQB//9k=",,,2026-03-16 13:37:41.261163
224,"Carolina Clinical Services, Inc",Healthcare,Other,"Virtual healthcare management firm offering clinical staffing solutions, collaborative practice opportunities, and administrative support for healthcare providers across North Carolina.",approved,False,virtual,,,7868836848,https://carolinaclinicals.com,,,,,"[""Telehealth available""]","[""telehealth"", ""clinical staffing"", ""healthcare management""]",,,,,,2026-03-16 13:44:10.787387
227,East West Inn LLC - Desi Clothings ,Retail,,"East West Inn LLC, Registered business with Secretary of State, N.C.
We are home based seller in Raleigh, 27603, North Carolina , USA
>>Visit home store option available by appointment , Flexible timings 
(Shipping available to all USA)

Ready to wear new stock includes:

Ladies stitched dresses 
Ladies Abayas & Scarf
Ladies Shawl
Ladies purses, clutches, potly bags

Men’s Thobe 
Men’s Shalwar Kameez
Men’s Weskot 
UMMRAH IHRAM
IHRAM BELT
topi/cap
Miswak/Sawak
Leather socks - Mozay ",pending,False,physical,"5004 Chase Hill Way, Raleigh NC, 27603",,9197985470,https://www.facebook.com/share/1AWoYbovhk/?mibextid=wwXIfr,,https://chat.whatsapp.com/DYye0z9PN9d5dDL6R7AsGv,,,"[""Urdu-speaking"", ""Women-owned""]",[],,,https://www.tiktok.com/@eastwestinn_llc_clothing?_r=1&_t=ZT-92u3OI9P9G1,,,2026-03-16 15:07:12.522337
228,Sobia’s Doula Services,Healthcare,Other,"Birth and postpartum doula practice serving expectant and new mothers across the Triangle, with Urdu-speaking services available for South Asian families.",approved,False,service_area,,Serves the Triangle area,919-307-5854,https://sobiadoula.com,https://www.instagram.com/sobiadoula?igsh=ZWlsaW5hYTNkejNt&utm_source=qr,,,,"[""Women-owned"", ""Urdu-speaking""]","[""doula"", ""lactation""]",,,,,,2026-03-16 16:11:16.551706
231,Chai Street & Co,Food & Drink,,"Pakistani chai pop-up founded by Faryal Ahmed, serving handcrafted masala chai at local events across the Triangle and offering signature blends for home brewing.",approved,False,popup,,Available at local pop-ups — follow on Instagram for locations,,https://chaistreet.co/,https://www.instagram.com/chaistreet.co/?hl=en,,,,"[""Catering"", ""Women-owned"", ""Urdu-speaking"", ""Available for events""]","[""chai"", ""tea"", ""Pakistani food"", ""pop-up"", ""masala chai""]",,,,,,2026-03-16 20:00:47.652916
235,Air Quality Air Conditioning And Heating Repair,Services,,"Family-owned HVAC company in Raleigh serving the Triangle since 2003, offering installation, repair, and 24/7 emergency heating and cooling services, with Arabic-speaking staff available.",approved,False,physical,"7203 Holly Springs Rd, Raleigh, NC 27606",,(919) 791-9898,http://airqualitync.com/,,,35.7282574,-78.7465843,"[""Arabic-speaking"", ""HVAC""]","[""HVAC"", ""AC repair"", ""heating"", ""air conditioning"", ""Arabic""]",,,,5.0,237.0,2026-03-17 01:56:33.112787
